"ADMIN_DATE","MVX","Daily_Count"
2021-12-09,JSN,77
2021-12-09,MOD,872
2021-12-09,PFR,1406
2021-12-10,JSN,67
2021-12-10,MOD,1263
2021-12-10,NVX,1
2021-12-10,PFR,2032
2021-12-11,JSN,43
2021-12-11,MOD,448
2021-12-11,PFR,1011
2021-12-12,JSN,17
2021-12-12,MOD,177
2021-12-12,PFR,337
2021-12-13,ASZ,1
2021-12-13,JSN,59
2021-12-13,MOD,710
2021-12-13,PFR,1201
2021-12-14,JSN,78
2021-12-14,MOD,958
2021-12-14,PFR,1526
2021-12-15,JSN,64
2021-12-15,MOD,849
2021-12-15,PFR,1390
2021-12-16,JSN,55
2021-12-16,MOD,859
2021-12-16,PFR,1102
2021-12-17,JSN,39
2021-12-17,MOD,1156
2021-12-17,PFR,1675
2021-12-18,JSN,27
2021-12-18,MOD,403
2021-12-18,PFR,759
2021-12-19,JSN,13
2021-12-19,MOD,225
2021-12-19,PFR,325
2021-12-20,ASZ,1
2021-12-20,JSN,50
2021-12-20,MOD,911
2021-12-20,PFR,1462
2021-12-21,JSN,48
2021-12-21,MOD,867
2021-12-21,PFR,1443
2021-12-22,JSN,33
2021-12-22,MOD,880
2021-12-22,PFR,1430
2021-12-23,JSN,24
2021-12-23,MOD,672
2021-12-23,PFR,914
2021-12-24,JSN,12
2021-12-24,MOD,184
2021-12-24,PFR,228
2021-12-25,JSN,1
2021-12-25,MOD,7
2021-12-25,PFR,1
2021-12-26,JSN,16
2021-12-26,MOD,141
2021-12-26,PFR,267
2021-12-27,JSN,34
2021-12-27,MOD,589
2021-12-27,PFR,1074
2021-12-28,JSN,53
2021-12-28,MOD,649
2021-12-28,PFR,1150
2021-12-29,JSN,24
2021-12-29,MOD,859
2021-12-29,PFR,1176
2021-12-30,JSN,58
2021-12-30,MOD,952
2021-12-30,PFR,1260
2021-12-31,JSN,30
2021-12-31,MOD,401
2021-12-31,PFR,539
2022-01-01,JSN,1
2022-01-01,MOD,51
2022-01-01,PFR,28
2022-01-02,JSN,15
2022-01-02,MOD,156
2022-01-02,PFR,324
2022-01-03,JSN,61
2022-01-03,MOD,521
2022-01-03,NVX,1
2022-01-03,PFR,864
2022-01-04,JSN,46
2022-01-04,MOD,477
2022-01-04,PFR,1003
2022-01-05,JSN,51
2022-01-05,MOD,759
2022-01-05,PFR,1183
2022-01-06,ASZ,1
2022-01-06,JSN,44
2022-01-06,MOD,683
2022-01-06,PFR,1172
2022-01-07,JSN,59
2022-01-07,MOD,910
2022-01-07,PFR,1585
2022-01-08,JSN,35
2022-01-08,MOD,333
2022-01-08,PFR,889
2022-01-09,JSN,15
2022-01-09,MOD,200
2022-01-09,PFR,349
2022-01-10,JSN,48
2022-01-10,MOD,511
2022-01-10,PFR,1056
2022-01-11,JSN,48
2022-01-11,MOD,498
2022-01-11,PFR,1241
2022-01-12,JSN,40
2022-01-12,MOD,660
2022-01-12,PFR,1203
2022-01-13,JSN,41
2022-01-13,MOD,648
2022-01-13,PFR,988
2022-01-14,JSN,55
2022-01-14,MOD,860
2022-01-14,PFR,1594
2022-01-15,JSN,27
2022-01-15,MOD,320
2022-01-15,PFR,703
2022-01-16,JSN,17
2022-01-16,MOD,120
2022-01-16,PFR,283
2022-01-17,JSN,23
2022-01-17,MOD,288
2022-01-17,PFR,719
2022-01-18,JSN,38
2022-01-18,MOD,436
2022-01-18,PFR,883
2022-01-19,ASZ,1
2022-01-19,JSN,35
2022-01-19,MOD,481
2022-01-19,PFR,978
2022-01-20,JSN,20
2022-01-20,MOD,517
2022-01-20,PFR,976
2022-01-21,JSN,32
2022-01-21,MOD,691
2022-01-21,PFR,1233
2022-01-22,ASZ,1
2022-01-22,JSN,21
2022-01-22,MOD,213
2022-01-22,PFR,760
2022-01-23,JSN,12
2022-01-23,MOD,130
2022-01-23,PFR,224
2022-01-24,JSN,24
2022-01-24,MOD,298
2022-01-24,PFR,657
2022-01-25,JSN,43
2022-01-25,MOD,434
2022-01-25,PFR,805
2022-01-26,JSN,22
2022-01-26,MOD,446
2022-01-26,PFR,726
2022-01-27,JSN,23
2022-01-27,MOD,347
2022-01-27,PFR,789
2022-01-28,JSN,24
2022-01-28,MOD,413
2022-01-28,PFR,1025
2022-01-29,JSN,28
2022-01-29,MOD,206
2022-01-29,PFR,478
2022-01-30,JSN,7
2022-01-30,MOD,71
2022-01-30,PFR,186
2022-01-31,JSN,25
2022-01-31,MOD,237
2022-01-31,PFR,579
2022-02-01,JSN,27
2022-02-01,MOD,282
2022-02-01,PFR,642
2022-02-02,JSN,28
2022-02-02,MOD,261
2022-02-02,PFR,740
2022-02-03,JSN,17
2022-02-03,MOD,314
2022-02-03,PFR,631
2022-02-04,JSN,25
2022-02-04,MOD,327
2022-02-04,PFR,880
2022-02-05,JSN,12
2022-02-05,MOD,96
2022-02-05,PFR,310
2022-02-06,JSN,3
2022-02-06,MOD,58
2022-02-06,PFR,132
2022-02-07,JSN,18
2022-02-07,MOD,211
2022-02-07,PFR,464
2022-02-08,ASZ,1
2022-02-08,JSN,23
2022-02-08,MOD,321
2022-02-08,PFR,579
2022-02-09,JSN,22
2022-02-09,MOD,243
2022-02-09,PFR,666
2022-02-10,JSN,25
2022-02-10,MOD,252
2022-02-10,PFR,499
2022-02-11,JSN,30
2022-02-11,MOD,329
2022-02-11,PFR,722
2022-02-12,JSN,8
2022-02-12,MOD,80
2022-02-12,PFR,257
2022-02-13,JSN,5
2022-02-13,MOD,68
2022-02-13,PFR,98
2022-02-14,JSN,12
2022-02-14,MOD,134
2022-02-14,PFR,319
2022-02-15,JSN,20
2022-02-15,MOD,149
2022-02-15,PFR,432
2022-02-16,JSN,13
2022-02-16,MOD,162
2022-02-16,PFR,336
2022-02-17,JSN,18
2022-02-17,MOD,174
2022-02-17,PFR,462
2022-02-18,JSN,27
2022-02-18,MOD,229
2022-02-18,PFR,630
2022-02-19,JSN,8
2022-02-19,MOD,105
2022-02-19,PFR,229
2022-02-20,MOD,39
2022-02-20,PFR,116
2022-02-21,JSN,28
2022-02-21,MOD,135
2022-02-21,PFR,308
2022-02-22,ASZ,1
2022-02-22,JSN,15
2022-02-22,MOD,125
2022-02-22,PFR,399
2022-02-23,JSN,15
2022-02-23,MOD,140
2022-02-23,PFR,297
2022-02-24,JSN,12
2022-02-24,MOD,240
2022-02-24,PFR,403
2022-02-25,JSN,14
2022-02-25,MOD,233
2022-02-25,PFR,554
2022-02-26,JSN,5
2022-02-26,MOD,60
2022-02-26,PFR,197
2022-02-27,MOD,25
2022-02-27,PFR,79
2022-02-28,JSN,11
2022-02-28,MOD,121
2022-02-28,PFR,346
2022-03-01,JSN,3
2022-03-01,MOD,154
2022-03-01,PFR,331
2022-03-02,JSN,13
2022-03-02,MOD,136
2022-03-02,PFR,315
2022-03-03,JSN,12
2022-03-03,MOD,146
2022-03-03,PFR,384
2022-03-04,JSN,7
2022-03-04,MOD,208
2022-03-04,PFR,397
2022-03-05,JSN,7
2022-03-05,MOD,40
2022-03-05,PFR,119
2022-03-06,JSN,1
2022-03-06,MOD,25
2022-03-06,PFR,54
2022-03-07,JSN,10
2022-03-07,MOD,121
2022-03-07,PFR,274
2022-03-08,JSN,12
2022-03-08,MOD,141
2022-03-08,PFR,330
2022-03-09,JSN,22
2022-03-09,MOD,121
2022-03-09,PFR,285
2022-03-10,JSN,5
2022-03-10,MOD,130
2022-03-10,PFR,258
2022-03-11,JSN,11
2022-03-11,MOD,143
2022-03-11,PFR,368
2022-03-12,JSN,4
2022-03-12,MOD,37
2022-03-12,PFR,102
2022-03-13,JSN,1
2022-03-13,MOD,29
2022-03-13,PFR,58
2022-03-14,JSN,8
2022-03-14,MOD,118
2022-03-14,PFR,282
2022-03-15,JSN,11
2022-03-15,MOD,122
2022-03-15,PFR,241
2022-03-16,JSN,9
2022-03-16,MOD,128
2022-03-16,PFR,248
2022-03-17,JSN,11
2022-03-17,MOD,122
2022-03-17,PFR,298
2022-03-18,JSN,7
2022-03-18,MOD,195
2022-03-18,PFR,403
2022-03-19,JSN,5
2022-03-19,MOD,71
2022-03-19,PFR,116
2022-03-20,JSN,1
2022-03-20,MOD,27
2022-03-20,PFR,88
2022-03-21,JSN,13
2022-03-21,MOD,103
2022-03-21,PFR,218
2022-03-22,JSN,11
2022-03-22,MOD,105
2022-03-22,PFR,220
2022-03-23,JSN,9
2022-03-23,MOD,83
2022-03-23,PFR,310
2022-03-24,JSN,7
2022-03-24,MOD,122
2022-03-24,PFR,241
2022-03-25,JSN,13
2022-03-25,MOD,173
2022-03-25,PFR,331
2022-03-26,MOD,42
2022-03-26,PFR,114
2022-03-27,MOD,19
2022-03-27,PFR,33
2022-03-28,JSN,8
2022-03-28,MOD,118
2022-03-28,PFR,236
2022-03-29,JSN,5
2022-03-29,MOD,153
2022-03-29,PFR,282
2022-03-30,JSN,9
2022-03-30,MOD,548
2022-03-30,PFR,567
2022-03-31,JSN,12
2022-03-31,MOD,745
2022-03-31,PFR,770
2022-04-01,JSN,8
2022-04-01,MOD,768
2022-04-01,PFR,958
2022-04-02,JSN,6
2022-04-02,MOD,198
2022-04-02,PFR,372
2022-04-03,JSN,1
2022-04-03,MOD,127
2022-04-03,PFR,148
2022-04-04,JSN,5
2022-04-04,MOD,582
2022-04-04,PFR,608
2022-04-05,JSN,6
2022-04-05,MOD,464
2022-04-05,PFR,658
2022-04-06,JSN,5
2022-04-06,MOD,559
2022-04-06,PFR,606
2022-04-07,JSN,22
2022-04-07,MOD,640
2022-04-07,PFR,588
2022-04-08,JSN,7
2022-04-08,MOD,648
2022-04-08,PFR,779
2022-04-09,JSN,3
2022-04-09,MOD,166
2022-04-09,PFR,303
2022-04-10,JSN,1
2022-04-10,MOD,85
2022-04-10,PFR,96
2022-04-11,JSN,11
2022-04-11,MOD,530
2022-04-11,PFR,518
2022-04-12,JSN,9
2022-04-12,MOD,501
2022-04-12,PFR,563
2022-04-13,JSN,4
2022-04-13,MOD,458
2022-04-13,PFR,501
2022-04-14,JSN,9
2022-04-14,MOD,467
2022-04-14,PFR,600
2022-04-15,JSN,2
2022-04-15,MOD,546
2022-04-15,PFR,679
2022-04-16,JSN,2
2022-04-16,MOD,139
2022-04-16,PFR,228
2022-04-17,MOD,31
2022-04-17,PFR,40
2022-04-18,JSN,10
2022-04-18,MOD,440
2022-04-18,PFR,475
2022-04-19,JSN,8
2022-04-19,MOD,444
2022-04-19,PFR,496
2022-04-20,JSN,7
2022-04-20,MOD,414
2022-04-20,PFR,653
2022-04-21,JSN,3
2022-04-21,MOD,444
2022-04-21,PFR,462
2022-04-22,JSN,15
2022-04-22,MOD,425
2022-04-22,PFR,621
2022-04-23,JSN,6
2022-04-23,MOD,105
2022-04-23,PFR,259
2022-04-24,JSN,1
2022-04-24,MOD,74
2022-04-24,PFR,75
2022-04-25,JSN,4
2022-04-25,MOD,299
2022-04-25,PFR,430
2022-04-26,JSN,12
2022-04-26,MOD,356
2022-04-26,PFR,464
2022-04-27,JSN,4
2022-04-27,MOD,323
2022-04-27,PFR,368
2022-04-28,JSN,1
2022-04-28,MOD,350
2022-04-28,PFR,415
2022-04-29,JSN,7
2022-04-29,MOD,518
2022-04-29,PFR,593
2022-04-30,MOD,94
2022-04-30,PFR,191
2022-05-01,MOD,40
2022-05-01,PFR,69
2022-05-02,JSN,3
2022-05-02,MOD,272
2022-05-02,PFR,344
2022-05-03,JSN,5
2022-05-03,MOD,218
2022-05-03,PFR,317
2022-05-04,JSN,8
2022-05-04,MOD,283
2022-05-04,PFR,291
2022-05-05,JSN,5
2022-05-05,MOD,317
2022-05-05,PFR,391
2022-05-06,JSN,6
2022-05-06,MOD,278
2022-05-06,PFR,426
2022-05-07,JSN,2
2022-05-07,MOD,54
2022-05-07,PFR,128
2022-05-08,JSN,1
2022-05-08,MOD,44
2022-05-08,PFR,59
2022-05-09,JSN,8
2022-05-09,MOD,215
2022-05-09,PFR,303
2022-05-10,JSN,6
2022-05-10,MOD,216
2022-05-10,PFR,298
2022-05-11,JSN,3
2022-05-11,MOD,268
2022-05-11,PFR,309
2022-05-12,JSN,3
2022-05-12,MOD,323
2022-05-12,PFR,274
2022-05-13,JSN,5
2022-05-13,MOD,366
2022-05-13,PFR,463
2022-05-14,JSN,7
2022-05-14,MOD,83
2022-05-14,PFR,161
2022-05-15,MOD,52
2022-05-15,PFR,80
2022-05-16,JSN,6
2022-05-16,MOD,279
2022-05-16,PFR,302
2022-05-17,JSN,3
2022-05-17,MOD,250
2022-05-17,NVX,2
2022-05-17,PFR,311
2022-05-18,JSN,1
2022-05-18,MOD,242
2022-05-18,PFR,295
2022-05-19,JSN,2
2022-05-19,MOD,258
2022-05-19,PFR,344
2022-05-20,JSN,4
2022-05-20,MOD,267
2022-05-20,PFR,509
2022-05-21,JSN,1
2022-05-21,MOD,80
2022-05-21,PFR,174
2022-05-22,MOD,74
2022-05-22,PFR,85
2022-05-23,JSN,4
2022-05-23,MOD,250
2022-05-23,PFR,408
2022-05-24,JSN,1
2022-05-24,MOD,330
2022-05-24,PFR,420
2022-05-25,JSN,3
2022-05-25,MOD,294
2022-05-25,PFR,390
2022-05-26,JSN,7
2022-05-26,MOD,274
2022-05-26,PFR,359
2022-05-27,JSN,4
2022-05-27,MOD,317
2022-05-27,PFR,454
2022-05-28,JSN,4
2022-05-28,MOD,66
2022-05-28,PFR,111
2022-05-29,MOD,65
2022-05-29,PFR,73
2022-05-30,MOD,34
2022-05-30,PFR,42
2022-05-31,JSN,2
2022-05-31,MOD,196
2022-05-31,PFR,345
2022-06-01,ASZ,1
2022-06-01,MOD,243
2022-06-01,PFR,346
2022-06-02,JSN,6
2022-06-02,MOD,295
2022-06-02,PFR,329
2022-06-03,JSN,10
2022-06-03,MOD,351
2022-06-03,PFR,491
2022-06-04,MOD,102
2022-06-04,PFR,151
2022-06-05,MOD,55
2022-06-05,PFR,66
2022-06-06,JSN,2
2022-06-06,MOD,199
2022-06-06,PFR,316
2022-06-07,JSN,2
2022-06-07,MOD,193
2022-06-07,PFR,291
2022-06-08,JSN,1
2022-06-08,MOD,190
2022-06-08,PFR,256
2022-06-09,MOD,221
2022-06-09,PFR,292
2022-06-10,JSN,1
2022-06-10,MOD,280
2022-06-10,PFR,377
2022-06-11,JSN,2
2022-06-11,MOD,59
2022-06-11,PFR,125
2022-06-12,MOD,39
2022-06-12,PFR,61
2022-06-13,JSN,3
2022-06-13,MOD,171
2022-06-13,PFR,291
2022-06-14,JSN,3
2022-06-14,MOD,144
2022-06-14,PFR,233
2022-06-15,JSN,1
2022-06-15,MOD,143
2022-06-15,PFR,231
2022-06-16,JSN,5
2022-06-16,MOD,184
2022-06-16,PFR,281
2022-06-17,JSN,3
2022-06-17,MOD,200
2022-06-17,PFR,303
2022-06-18,JSN,1
2022-06-18,MOD,55
2022-06-18,PFR,101
2022-06-19,JSN,1
2022-06-19,MOD,41
2022-06-19,PFR,53
2022-06-20,JSN,4
2022-06-20,MOD,176
2022-06-20,PFR,235
2022-06-21,JSN,2
2022-06-21,MOD,206
2022-06-21,PFR,272
2022-06-22,JSN,3
2022-06-22,MOD,287
2022-06-22,PFR,295
2022-06-23,JSN,3
2022-06-23,MOD,284
2022-06-23,PFR,302
2022-06-24,JSN,1
2022-06-24,MOD,250
2022-06-24,PFR,304
2022-06-25,JSN,4
2022-06-25,MOD,68
2022-06-25,PFR,93
2022-06-26,MOD,52
2022-06-26,PFR,48
2022-06-27,JSN,2
2022-06-27,MOD,175
2022-06-27,PFR,272
2022-06-28,JSN,4
2022-06-28,MOD,279
2022-06-28,PFR,286
2022-06-29,JSN,4
2022-06-29,MOD,262
2022-06-29,PFR,277
2022-06-30,JSN,1
2022-06-30,MOD,228
2022-06-30,PFR,276
2022-07-01,JSN,4
2022-07-01,MOD,243
2022-07-01,PFR,286
2022-07-02,MOD,53
2022-07-02,PFR,80
2022-07-03,MOD,23
2022-07-03,PFR,36
2022-07-04,MOD,4
2022-07-04,PFR,9
2022-07-05,JSN,3
2022-07-05,MOD,171
2022-07-05,PFR,231
2022-07-06,JSN,3
2022-07-06,MOD,196
2022-07-06,PFR,265
2022-07-07,MOD,190
2022-07-07,PFR,330
2022-07-08,JSN,4
2022-07-08,MOD,322
2022-07-08,PFR,437
2022-07-09,JSN,1
2022-07-09,MOD,58
2022-07-09,PFR,130
2022-07-10,MOD,30
2022-07-10,PFR,58
2022-07-11,JSN,1
2022-07-11,MOD,196
2022-07-11,PFR,312
2022-07-12,JSN,2
2022-07-12,MOD,244
2022-07-12,NVX,2
2022-07-12,PFR,346
2022-07-13,JSN,5
2022-07-13,MOD,262
2022-07-13,PFR,402
2022-07-14,JSN,5
2022-07-14,MOD,338
2022-07-14,PFR,413
2022-07-15,JSN,5
2022-07-15,MOD,351
2022-07-15,PFR,497
2022-07-16,JSN,2
2022-07-16,MOD,67
2022-07-16,PFR,155
2022-07-17,JSN,2
2022-07-17,MOD,54
2022-07-17,PFR,51
2022-07-18,JSN,3
2022-07-18,MOD,254
2022-07-18,PFR,355
2022-07-19,JSN,1
2022-07-19,MOD,265
2022-07-19,PFR,308
2022-07-20,JSN,4
2022-07-20,MOD,242
2022-07-20,PFR,328
2022-07-21,JSN,3
2022-07-21,MOD,348
2022-07-21,PFR,376
2022-07-22,JSN,1
2022-07-22,MOD,399
2022-07-22,PFR,456
2022-07-23,JSN,1
2022-07-23,MOD,104
2022-07-23,PFR,111
2022-07-24,MOD,33
2022-07-24,PFR,52
2022-07-25,JSN,2
2022-07-25,MOD,240
2022-07-25,PFR,282
2022-07-26,JSN,2
2022-07-26,MOD,228
2022-07-26,PFR,372
2022-07-27,MOD,195
2022-07-27,PFR,320
2022-07-28,JSN,2
2022-07-28,MOD,204
2022-07-28,PFR,356
2022-07-29,JSN,4
2022-07-29,MOD,242
2022-07-29,PFR,375
2022-07-30,JSN,2
2022-07-30,MOD,57
2022-07-30,NVX,2
2022-07-30,PFR,84
2022-07-31,MOD,20
2022-07-31,NVX,2
2022-07-31,PFR,35
2022-08-01,JSN,3
2022-08-01,MOD,159
2022-08-01,NVX,1
2022-08-01,PFR,277
2022-08-02,JSN,4
2022-08-02,MOD,187
2022-08-02,NVX,1
2022-08-02,PFR,256
2022-08-03,JSN,1
2022-08-03,MOD,180
2022-08-03,NVX,4
2022-08-03,PFR,261
2022-08-04,JSN,1
2022-08-04,MOD,212
2022-08-04,NVX,2
2022-08-04,PFR,324
2022-08-05,JSN,2
2022-08-05,MOD,206
2022-08-05,PFR,367
2022-08-06,MOD,92
2022-08-06,PFR,104
2022-08-07,JSN,2
2022-08-07,MOD,25
2022-08-07,PFR,27
2022-08-08,MOD,153
2022-08-08,NVX,1
2022-08-08,PFR,323
2022-08-09,JSN,2
2022-08-09,MOD,173
2022-08-09,PFR,303
2022-08-10,JSN,2
2022-08-10,MOD,159
2022-08-10,NVX,6
2022-08-10,PFR,345
2022-08-11,JSN,1
2022-08-11,MOD,168
2022-08-11,NVX,1
2022-08-11,PFR,345
2022-08-12,JSN,7
2022-08-12,MOD,162
2022-08-12,NVX,3
2022-08-12,PFR,378
2022-08-13,MOD,43
2022-08-13,NVX,2
2022-08-13,PFR,90
2022-08-14,JSN,1
2022-08-14,MOD,19
2022-08-14,PFR,56
2022-08-15,JSN,6
2022-08-15,MOD,134
2022-08-15,PFR,306
2022-08-16,JSN,1
2022-08-16,MOD,148
2022-08-16,NVX,1
2022-08-16,PFR,279
2022-08-17,JSN,4
2022-08-17,MOD,127
2022-08-17,NVX,2
2022-08-17,PFR,243
2022-08-18,JSN,2
2022-08-18,MOD,144
2022-08-18,NVX,1
2022-08-18,PFR,247
2022-08-19,MOD,201
2022-08-19,PFR,256
2022-08-20,JSN,2
2022-08-20,MOD,36
2022-08-20,NVX,3
2022-08-20,PFR,50
2022-08-21,JSN,1
2022-08-21,MOD,23
2022-08-21,PFR,26
2022-08-22,JSN,2
2022-08-22,MOD,96
2022-08-22,PFR,198
2022-08-23,JSN,7
2022-08-23,MOD,117
2022-08-23,NVX,1
2022-08-23,PFR,219
2022-08-24,JSN,1
2022-08-24,MOD,122
2022-08-24,NVX,3
2022-08-24,PFR,203
2022-08-25,JSN,1
2022-08-25,MOD,99
2022-08-25,NVX,5
2022-08-25,PFR,209
2022-08-26,JSN,3
2022-08-26,MOD,150
2022-08-26,PFR,265
2022-08-27,MOD,21
2022-08-27,NVX,2
2022-08-27,PFR,51
2022-08-28,MOD,7
2022-08-28,PFR,17
2022-08-29,JSN,4
2022-08-29,MOD,92
2022-08-29,PFR,172
2022-08-30,MOD,120
2022-08-30,NVX,3
2022-08-30,PFR,177
2022-08-31,JSN,3
2022-08-31,MOD,76
2022-08-31,NVX,3
2022-08-31,PFR,162
2022-09-01,MOD,54
2022-09-01,NVX,4
2022-09-01,PFR,184
2022-09-02,JSN,3
2022-09-02,MOD,67
2022-09-02,PFR,114
2022-09-03,JSN,4
2022-09-03,MOD,10
2022-09-03,NVX,2
2022-09-03,PFR,10
2022-09-04,JSN,1
2022-09-04,MOD,3
2022-09-04,NVX,1
2022-09-04,PFR,4
2022-09-05,PFR,9
2022-09-06,JSN,1
2022-09-06,MOD,81
2022-09-06,NVX,4
2022-09-06,PFR,98
2022-09-07,JSN,2
2022-09-07,MOD,167
2022-09-07,NVX,9
2022-09-07,PFR,332
2022-09-08,JSN,3
2022-09-08,MOD,287
2022-09-08,NVX,1
2022-09-08,PFR,494
2022-09-09,JSN,1
2022-09-09,MOD,370
2022-09-09,NVX,1
2022-09-09,PFR,609
2022-09-10,MOD,158
2022-09-10,PFR,293
2022-09-11,MOD,72
2022-09-11,PFR,183
2022-09-12,JSN,1
2022-09-12,MOD,356
2022-09-12,NVX,2
2022-09-12,PFR,581
2022-09-13,JSN,1
2022-09-13,MOD,360
2022-09-13,NVX,4
2022-09-13,PFR,712
2022-09-14,MOD,450
2022-09-14,NVX,3
2022-09-14,PFR,834
2022-09-15,JSN,4
2022-09-15,MOD,438
2022-09-15,NVX,7
2022-09-15,PFR,975
2022-09-16,JSN,1
2022-09-16,MOD,506
2022-09-16,NVX,1
2022-09-16,PFR,1354
2022-09-17,MOD,171
2022-09-17,NVX,3
2022-09-17,PFR,495
2022-09-18,MOD,30
2022-09-18,PFR,250
2022-09-19,MOD,306
2022-09-19,NVX,12
2022-09-19,PFR,1074
2022-09-20,JSN,5
2022-09-20,MOD,293
2022-09-20,PFR,972
2022-09-21,JSN,2
2022-09-21,MOD,297
2022-09-21,PFR,1148
2022-09-22,JSN,1
2022-09-22,MOD,343
2022-09-22,NVX,3
2022-09-22,PFR,1188
2022-09-23,MOD,586
2022-09-23,NVX,3
2022-09-23,PFR,1549
2022-09-24,JSN,6
2022-09-24,MOD,134
2022-09-24,PFR,428
2022-09-25,MOD,48
2022-09-25,PFR,209
2022-09-26,JSN,1
2022-09-26,MOD,353
2022-09-26,NVX,6
2022-09-26,PFR,895
2022-09-27,JSN,1
2022-09-27,MOD,410
2022-09-27,NVX,4
2022-09-27,PFR,1001
2022-09-28,MOD,394
2022-09-28,NVX,5
2022-09-28,PFR,1091
2022-09-29,JSN,1
2022-09-29,MOD,532
2022-09-29,PFR,1071
2022-09-30,MOD,601
2022-09-30,NVX,3
2022-09-30,PFR,1371
2022-10-01,MOD,155
2022-10-01,NVX,4
2022-10-01,PFR,739
2022-10-02,MOD,83
2022-10-02,PFR,151
2022-10-03,MOD,463
2022-10-03,NVX,3
2022-10-03,PFR,807
2022-10-04,JSN,1
2022-10-04,MOD,525
2022-10-04,NVX,2
2022-10-04,PFR,872
2022-10-05,JSN,1
2022-10-05,MOD,606
2022-10-05,NVX,3
2022-10-05,PFR,998
2022-10-06,MOD,732
2022-10-06,NVX,3
2022-10-06,PFR,951
2022-10-07,MOD,735
2022-10-07,NVX,6
2022-10-07,PFR,1263
2022-10-08,MOD,246
2022-10-08,PFR,580
2022-10-09,MOD,82
2022-10-09,PFR,165
2022-10-10,JSN,1
2022-10-10,MOD,482
2022-10-10,PFR,651
2022-10-11,MOD,649
2022-10-11,NVX,1
2022-10-11,PFR,812
2022-10-12,MOD,597
2022-10-12,PFR,868
2022-10-13,MOD,784
2022-10-13,NVX,1
2022-10-13,PFR,930
2022-10-14,JSN,1
2022-10-14,MOD,737
2022-10-14,NVX,1
2022-10-14,PFR,1410
2022-10-15,MOD,266
2022-10-15,PFR,370
2022-10-16,MOD,81
2022-10-16,NVX,2
2022-10-16,PFR,205
2022-10-17,MOD,502
2022-10-17,NVX,2
2022-10-17,PFR,824
2022-10-18,MOD,615
2022-10-18,NVX,2
2022-10-18,PFR,755
2022-10-19,MOD,610
2022-10-19,PFR,931
2022-10-20,MOD,686
2022-10-20,NVX,3
2022-10-20,PFR,971
2022-10-21,MOD,721
2022-10-21,NVX,2
2022-10-21,PFR,1042
2022-10-22,MOD,286
2022-10-22,NVX,2
2022-10-22,PFR,316
2022-10-23,MOD,86
2022-10-23,NVX,2
2022-10-23,PFR,150
2022-10-24,MOD,499
2022-10-24,PFR,698
2022-10-25,JSN,1
2022-10-25,MOD,674
2022-10-25,NVX,4
2022-10-25,PFR,674
2022-10-26,JSN,3
2022-10-26,MOD,521
2022-10-26,NVX,2
2022-10-26,PFR,818
2022-10-27,MOD,681
2022-10-27,NVX,3
2022-10-27,PFR,832
2022-10-28,MOD,662
2022-10-28,NVX,6
2022-10-28,PFR,1028
2022-10-29,MOD,179
2022-10-29,NVX,1
2022-10-29,PFR,365
2022-10-30,MOD,85
2022-10-30,PFR,162
2022-10-31,MOD,415
2022-10-31,NVX,1
2022-10-31,PFR,604
2022-11-01,MOD,466
2022-11-01,NVX,1
2022-11-01,PFR,656
2022-11-02,MOD,393
2022-11-02,NVX,5
2022-11-02,PFR,522
2022-11-03,JSN,2
2022-11-03,MOD,476
2022-11-03,NVX,1
2022-11-03,PFR,702
2022-11-04,JSN,1
2022-11-04,MOD,434
2022-11-04,PFR,848
2022-11-05,JSN,1
2022-11-05,MOD,139
2022-11-05,PFR,262
2022-11-06,MOD,102
2022-11-06,PFR,118
2022-11-07,MOD,363
2022-11-07,NVX,1
2022-11-07,PFR,528
2022-11-08,MOD,376
2022-11-08,NVX,2
2022-11-08,PFR,506
2022-11-09,MOD,269
2022-11-09,PFR,469
2022-11-10,JSN,2
2022-11-10,MOD,608
2022-11-10,NVX,6
2022-11-10,PFR,594
2022-11-11,MOD,284
2022-11-11,NVX,1
2022-11-11,PFR,621
2022-11-12,JSN,1
2022-11-12,MOD,93
2022-11-12,PFR,202
2022-11-13,MOD,56
2022-11-13,PFR,118
2022-11-14,MOD,244
2022-11-14,NVX,4
2022-11-14,PFR,525
2022-11-15,MOD,323
2022-11-15,NVX,2
2022-11-15,PFR,396
2022-11-16,MOD,305
2022-11-16,NVX,1
2022-11-16,PFR,446
2022-11-17,MOD,352
2022-11-17,NVX,1
2022-11-17,PFR,503
2022-11-18,MOD,335
2022-11-18,PFR,688
2022-11-19,MOD,131
2022-11-19,PFR,216
2022-11-20,MOD,70
2022-11-20,PFR,81
2022-11-21,MOD,242
2022-11-21,NVX,2
2022-11-21,PFR,424
2022-11-22,JSN,1
2022-11-22,MOD,249
2022-11-22,NVX,2
2022-11-22,PFR,429
2022-11-23,MOD,180
2022-11-23,NVX,1
2022-11-23,PFR,440
2022-11-24,MOD,4
2022-11-24,PFR,3
2022-11-25,MOD,200
2022-11-25,PFR,276
2022-11-26,MOD,87
2022-11-26,PFR,135
2022-11-27,MOD,59
2022-11-27,PFR,128
2022-11-28,JSN,1
2022-11-28,MOD,263
2022-11-28,NVX,1
2022-11-28,PFR,401
2022-11-29,MOD,238
2022-11-29,PFR,454
2022-11-30,JSN,2
2022-11-30,MOD,253
2022-11-30,PFR,411
2022-12-01,JSN,1
2022-12-01,MOD,318
